title,date,creators,source,subjects,source_url,trove_url
A statement from Senator Aden Ridgeway the race-based election.,2001-11-08,"Ridgeway, Aden; Australian Democrats","Office of RIDGEWAY, SEN ADEN",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/8OD56%22,"http://trove.nla.gov.au/version/211231914
"
Queensland Senate win for Democrats officially confirmed.,2001-11-30,"Bartlett, Andrew; Australian Democrats","Office of BARTLETT, SEN ANDREW",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/G8J56%22,"http://trove.nla.gov.au/version/211232180
"
Diplomatic appointment: Ambassador to the UN in Geneva.,2001-12-11,"Downer, Alexander; Liberal Party of Australia",MINISTER FOR FOREIGN AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/FML56%22,"http://trove.nla.gov.au/version/211232363
"
Decision time for TPV holders.,2002-06-11,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/WFR66%22,"http://trove.nla.gov.au/version/211239544
"
Afghan nationals voluntarily return home.,2002-07-22,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AND INDIGENOUS AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/NM176%22,"http://trove.nla.gov.au/version/211245546
"
Australia boosts assistance for Sudan by $12 million.,2004-07-27,"Downer, Alexander; Liberal Party of Australia",MINISTER FOR FOREIGN AFFAIRS,Humanitarian aid; Sudan; Humanitarian intervention,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/V79D6%22,"http://trove.nla.gov.au/version/211269204
"
Greens announce major investment in regional services.,2004-09-15,"Nettle, Kerry; Australian Greens",AUSTRALIAN GREENS,Australian Greens policy; Election promises; Regional development; Public housing; Schools funding; Medicare; Water conservation,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/QPXD6%22,"http://trove.nla.gov.au/version/211271266
"
Minister to speak at conference on culture and care.,2005-11-18,"Cobb, John; National Party of Australia",MINISTER FOR CITIZENSHIP AND MULTICULTURAL AFFAIRS,Australian ethnic groups; Catholic Church; Welfare measures; Conferences,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/ESZH6%22,"http://trove.nla.gov.au/version/211286492
"
Government stance on climate and Pacific abominable.,2006-10-09,"Allison, Lyn; Australian Democrats","Office of ALLISON, SEN LYN",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3R3L6%22,"http://trove.nla.gov.au/version/211299051
"
Australia supports formation of emergency Palestinian Government.,2007-06-27,"Downer, Alexander; Liberal Party of Australia",MINISTER FOR FOREIGN AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/NLHN6%22,"http://trove.nla.gov.au/version/211306154
"
Democrats call for more positive promotion of migration and multiculturalism.,2007-11-19,"Bartlett, Andrew; Australian Democrats","Office of BARTLETT, SEN ANDREW",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/020P6%22,"http://trove.nla.gov.au/version/211312312
"
African restaurant a Brisbane settlement success story.,2008-02-06,"Ferguson, Laurie; Australian Labor Party",PARLIAMENTARY SECRETARY - MULTICULTURAL AFFAIRS AND SETTLEMENT SERVICES,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/CBLP6%22,"http://trove.nla.gov.au/version/211313330
"
African Community 2020 Summit.,2008-04-17,"Tanner, Lindsay; Australian Labor Party",MINISTER FOR FINANCE AND DEREGULATION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/O07Q6%22,"http://trove.nla.gov.au/version/211315124
"
White Ribbon ambassadors speak out on violence against women.,2008-11-24,"Evans, Chris; Australian Labor Party",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/6A9S6%22,"http://trove.nla.gov.au/version/211320725
"
Rudd fails national security.,2010-02-10,"Morrison, Scott; Liberal Party of Australia",SHADOW MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/02VV6%22,"http://trove.nla.gov.au/version/211334058
"
Diplomatic appointment: Ambassador to the United Nations: Geneva.,2010-02-12,"Smith, Stephen; Australian Labor Party",MINISTER FOR FOREIGN AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/BHWV6%22,"http://trove.nla.gov.au/version/211334198
"
"$898,500 to enhance ACT settlement services.",2010-06-07,"Ferguson, Laurie; Australian Labor Party",PARLIAMENTARY SECRETARY FOR MULTICULTURAL AFFAIRS AND SETTLEMENT SERVICES,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/WAYW6%22,"http://trove.nla.gov.au/version/211339921
"
Time for agreement to get kids out of detention,2010-10-14,"Hanson-Young, Sarah",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/286557%22,"http://trove.nla.gov.au/version/211344648
"
Unions welcome release of Aung San Suu Kyi but call for action on labour and human rights in Burma,2010-11-14,ACTU,ACTU,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/364535%22,"http://trove.nla.gov.au/version/211346033
"
Government boosts the voice of women,2011-03-09,"Plibersek, Tanya","Office of PLIBERSEK, TANYA, MP",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3425427%22,"http://trove.nla.gov.au/version/211350322
"
Open revolt in Labor's ranks,2011-06-14,"O'Dwyer, Kelly","Office of O'DWYER, Kelly, MP",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/844613%22,"http://trove.nla.gov.au/version/211355780
"
Morrison rewrites history on Opposition policy,2011-06-22,"Bowen, Chris",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/863532%22,"http://trove.nla.gov.au/version/211356248
"
Assistance for Syria,2013-01-31,"Carr, Bob",MINISTER FOR FOREIGN AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2199364%22,"http://trove.nla.gov.au/version/211388345
"
Greens launch first TV Ad and Victorian campaign,2013-08-10,"Milne, Christine; Rice, Janet",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2658104%22,"http://trove.nla.gov.au/version/211398565
"
Greens launch first TV Ad and Victorian campaign,2013-08-10,"Bandt, Adam",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2658105%22,"http://trove.nla.gov.au/version/211398571
"
Australia and Republic of Nauru Joint Ministerial Forum to oversee implementation of regional partnership between Australia and Nauru,2014-04-11,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3575096%22,"http://trove.nla.gov.au/version/211406610
"
Australia opens resettlement facility on Manus Island,2014-12-17,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3568151%22,"http://trove.nla.gov.au/version/211417483
"
Vote Green to Abbott proof the Senate,2013-09-06,"Milne, Christine",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2715642%22,"http://trove.nla.gov.au/version/211439152
"
Getting on with the job on offshore processing and resettlement,2014-11-06,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3492003%22,"http://trove.nla.gov.au/version/211447256
"
Savings denied by Senate,1996-12-02,"Newman, Jocelyn",MINISTER FOR SOCIAL SECURITY,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/S2730%22,"http://trove.nla.gov.au/version/211453184
"
$6m funding boost for Victorian settlement services,1997-10-01,"Ruddock, Philip",MINISTER FOR IMMIGRATION AND MULTICULTURAL AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1IL30%22,"http://trove.nla.gov.au/version/211456573
"
$1.7m funding boost for WA settlement services,1997-10-01,"Ruddock, Philip",MINISTER FOR IMMIGRATION AND MULTICULTURAL AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3IL30%22,"http://trove.nla.gov.au/version/211456576
"
$1.9m funding boost for SA settlement services,1997-10-01,"Ruddock, Philip",MINISTER FOR IMMIGRATION AND MULTICULTURAL AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4IL30%22,"http://trove.nla.gov.au/version/211456578
"
Government committed to Australia's cultural diversity.,1998-09-01,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/8L905%22,"http://trove.nla.gov.au/version/211462536
"
Territory Government's contempt for East Timorese leadership.,1999-09-17,"Snowdon, Warren; Australian Labor Party","Office of SNOWDON, THE HON WARREN, MP",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/ABF06%22,"http://trove.nla.gov.au/version/211477166
"
Democrats face Hanson's Senate challenge head on.,2000-01-07,"Bartlett, Andrew; Australian Democrats","Office of BARTLETT, SEN ANDREW",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/E3M06%22,"http://trove.nla.gov.au/version/211479641
"
Fortress Australia ...,2000-05-11,"Bartlett, Andrew; Australian Democrats","Office of BARTLETT, SEN ANDREW",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/X2I16%22,"http://trove.nla.gov.au/version/211482884
"
Extention of Community Settlement Services Scheme funding announced.,1998-03-31,"Ruddock, Philip",MINISTER FOR IMMIGRATION AND MULTICULTURAL AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/BY005%22,"http://trove.nla.gov.au/version/211552401
"
Funding to help migrants under the Community Settlement Services Scheme.,2001-08-27,"Ruddock, Philip; Liberal Party of Australia",MINISTER FOR IMMIGRATION AND MULTICULTURAL AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/DCT46%22,"http://trove.nla.gov.au/version/211564970
"
Events in South East Asia,1975-04-13,"Peacock, Andrew",Shadow Minister for Foreign Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR10023881%22,"http://trove.nla.gov.au/version/213700574
"
Telephone interpreter service further extended,1980-06-03,"Macphee, Ian",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR09000769%22,"http://trove.nla.gov.au/version/213737163
"
Mr Fraser's phony economies,1976-02-03,"Whitlam, Gough",Leader of the Opposition,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR10020910%22,"http://trove.nla.gov.au/version/213826339
"
Migrant unemployment,1977-11-21,"Mackellar, Michael",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08003070%22,"http://trove.nla.gov.au/version/213721690
"
Foreign policy - Labor's silence,1977-12-04,"Peacock, Andrew",Minister for Foreign Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR10018680%22,"http://trove.nla.gov.au/version/213721854
"
"Whitlam and ASEAN - ""the threat form the south""",1977-12-07,"Peacock, Andrew",Minister for Foreign Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR10018684%22,"http://trove.nla.gov.au/version/213721923
"
"Ethnic organisations get $400,000",1978-09-20,"Mackellar, Michael",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08003693%22,"http://trove.nla.gov.au/version/213725480
"
No amnesty for migration law breaches,1979-01-23,"Mackellar, Michael",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08004536%22,"http://trove.nla.gov.au/version/213727311
"
Comment on M. MacKellar's address to the Australian chamber of shipping (27th June 1979),1979-07-04,"Cass, Moss",Shadow Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08004982%22,"http://trove.nla.gov.au/version/213730752
"
Government takes migrant payment rises - and more,1982-10-21,"Grimes, Don",Shadow Minister for Social Security and Veterans' Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR09001916%22,"http://trove.nla.gov.au/version/213894882
"
Portugese rush Oz,1985-08-01,"Hurford, Chris",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR09015078%22,"http://trove.nla.gov.au/version/213912750
"
Ruddock attacks budget provisions for migrant services,1985-08-21,"Ruddock, Philip",Shadow Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR03004356%22,"http://trove.nla.gov.au/version/213913239
"
Government reassures Cambodian community on Khao-I-Dang,1986-12-10,"Hurford, Chris",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR04000396%22,"http://trove.nla.gov.au/version/214043232
"
Motion insulting & outrageous 'mainly European migration',1988-07-24,"Reynolds, Margaret",Minister Assisting the Prime Minister for the Status of Women,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08017554%22,"http://trove.nla.gov.au/version/214055989
"
Hawke government policies affecting Australia's standing in Asia,1990-06-08,"Teague, Baden",Shadow Minister for Foreign Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08019974%22,"http://trove.nla.gov.au/version/214091379
"
Chinese student claims,1990-06-12,"Ruddock, Philip",Shadow Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08020086%22,"http://trove.nla.gov.au/version/214091424
"
Latest on Rwanda aid,1994-08-05,"Bilney, Gordon",MINISTER FOR DEVELOPMENT COOPERATION AND PACIFIC ISLAND AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/6IT10%22,"http://trove.nla.gov.au/version/211185839
"
Latest on Rwanda AID,1994-08-05,"Bilney, Gordon",Minister for Development Cooperation,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR05004761%22,"http://trove.nla.gov.au/version/214128366
"
Labor congratulates migration and settlement award winners,2015-08-18,"Shorten, Bill",LEADER OF THE OPPOSITION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4022151%22,"http://trove.nla.gov.au/version/214738146
"
Labor congratulates migration and settlement award winners,2015-08-18,"Rowland, Michelle",SHADOW MINISTER FOR CITIZENSHIP AND MULTICULTURALISM,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4022152%22,"http://trove.nla.gov.au/version/214738145
"
Ambassador to Jordan,2016-05-04,"Bishop, Julie",MINISTER FOR FOREIGN AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4543024%22,"http://trove.nla.gov.au/version/227526397
"
Syrian and Iraqi intake boosts humanitarian resettlement,2016-09-08,"Dutton, Peter",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4806919%22,"http://trove.nla.gov.au/version/233751121
"
Australia day and citizenship,1981-01-26,"Fraser, Malcolm",Prime Minister,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR10029233%22,"http://trove.nla.gov.au/version/213738336
"
AUSTRALIA DAY AND CITIZENSHIP,"[{u'scheme': u'ISO8601', u'value': u'1981-01-26'}, u'26/01/1981']","Fraser, Malcolm",,,https://pmtranscripts.pmc.gov.au/release/transcript-5502,"http://trove.nla.gov.au/version/242206215
"
"Speech to the Senate, Canberra",2017-10-17,"Wong, Penny",SHADOW MINISTER FOR FOREIGN AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/5579218%22,"http://trove.nla.gov.au/version/251216227
"
This week in history: our wartime heritage.,2001-10-01,"Scott, Bruce; National Party of Australia",MINISTER FOR VETERANS' AFFAIRS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/16G56%22,"http://trove.nla.gov.au/version/211229490
"
Congratulations!,2006-06-21,"Brown, Bob; Australian Greens",AUSTRALIAN GREENS,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/1U1K6%22,"http://trove.nla.gov.au/version/211294600
"
Australian aid for international humanitarian projects.,2008-07-25,"Evans, Chris; Australian Labor Party",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/MA5R6%22,"http://trove.nla.gov.au/version/211318009
"
Transcript of doorstop interview: Adelaide: 19 April 2013,2013-04-19,"O'Connor, Brendan",MINISTER FOR IMMIGRATION AND CITIZENSHIP,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2389766%22,"http://trove.nla.gov.au/version/211393711
"
Compassion deficit disorder: Kosovars.,2000-04-12,"Danby, Michael; Australian Labor Party","Office of DANBY, MICHAEL, MP",,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/EIA16%22,"http://trove.nla.gov.au/version/211481928
"
Australia to provide relief aid to Laos,1964-06-02,"Hasluck, Paul",Minister for External Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR10003575%22,"http://trove.nla.gov.au/version/213596321
"
[Press statement],1968-12-20,"Snedden, Billy",Minister for Immigration,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/790870%22,"http://trove.nla.gov.au/version/211171582
"
Rice to Laos,1975-07-03,"Willesee, Don",Minister for Foreign Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR10023630%22,"http://trove.nla.gov.au/version/213781389
"
Review of relations with Vietnam,1979-01-23,"Sinclair, Ian",Minister for Foreign Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR10028297%22,"http://trove.nla.gov.au/version/213727305
"
Army Chief to visit Thailand,1980-10-16,"Killen, James",Minister for Defence,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08006085%22,"http://trove.nla.gov.au/version/213853978
"
Review of Commonwealth functions,1981-04-30,"Macphee, Ian",Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08009930%22,"http://trove.nla.gov.au/version/213768248
"
Correction,1981-08-07,"Street, Anthony",Minister for Trade and Resources,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR08009708%22,"http://trove.nla.gov.au/version/213769661
"
Budget related papers confirm opposition's view,1991-08-30,"Ruddock, Philip",Shadow Minister for Immigration and Ethnic Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/HPR02004465%22,"http://trove.nla.gov.au/version/214097973
"
Transcript of doorstop interview: Canberra: 11 September 2015: Abbott Government's Syrian humanitarian intake increase; Cabinet reshuffle,2015-09-11,"Morrison, Scott",MINISTER FOR SOCIAL SERVICES,Abbott Government's Syrian humanitarian intake increase; Cabinet reshuffle,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4068309%22,"http://trove.nla.gov.au/version/215801296
"
"Transcript of doorstop interview: Parliament House, Canberra, ACT: 18 May 2016: Port Botany announcement; comments by Peter Dutton; David Feeney; negative gearing; PEFO; safe schools",2016-05-18,"Burke, Tony",SHADOW MINISTER FOR FINANCE,Port Botany announcement; comments by Peter Dutton; David Feeney; negative gearing; PEFO; safe schools,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4571576%22,"http://trove.nla.gov.au/version/228179007
"
Government seeks new approaches to tackle welfare dependency,2017-11-22,"Porter, Christian",MINISTER FOR SOCIAL SERVICES,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/5646325%22,"http://trove.nla.gov.au/version/251653463
"
Transcript of Press Conference: 25 March 2013,2013-03-25,"Abbott, Tony",LEADER OF THE OPPOSITION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2703268%22,"http://trove.nla.gov.au/version/211392496
"
"Transcript of joint doorstop interview: Hawthorne, Brisbane: 28 March 2013: the Coalition's Real Solutions for Australia's future; the Coalition's $1 billion commitment to Brisbane's Gateway Motorway extension; the Government's failed border protection policies; the Government's raid on superannuation; indigenous welfare reforms",2013-03-28,"Abbott, Tony",LEADER OF THE OPPOSITION,the Coalition's Real Solutions for Australia's future; the Coalition's $1 billion commitment to Brisbane's Gateway Motorway extension; the Government's failed border protection policies; the Government's raid on superannuation; indigenous welfare reforms,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2373647%22,"http://trove.nla.gov.au/version/211392649
"
"Transcript of joint doorstop interview: Hawthorne, Brisbane: 28 March 2013: the Coalition's Real Solutions for Australia's future; the Coalition's $1 billion commitment to Brisbane's Gateway Motorway extension; the Government's failed border protection policies; the Government's raid on superannuation; indigenous welfare reforms",2013-03-28,"Hockey, Joe",SHADOW TREASURER,the Coalition's Real Solutions for Australia's future; the Coalition's $1 billion commitment to Brisbane's Gateway Motorway extension; the Government's failed border protection policies; the Government's raid on superannuation; indigenous welfare reforms,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2373648%22,"http://trove.nla.gov.au/version/211392653
"
"Transcript of doorstop interview: Brisbane: March 28, 2013: The Coalition's Real Solutions for Australia's future; the Coalition's $1 billion commitment to Brisbane's Gateway Motorway extension; the Government's failed border protection policies; the Government's raid on superannuation; indigenous welfare reforms",2013-03-28,"Abbott, Tony",LEADER OF THE OPPOSITION,The Coalition's Real Solutions for Australia's future; the Coalition's $1 billion commitment to Brisbane's Gateway Motorway extension; the Government's failed border protection policies; the Government's raid on superannuation; indigenous welfare reforms,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2855773%22,"http://trove.nla.gov.au/version/211392660
"
Transcript of Press Conference: 28 March 2013,2013-04-05,"Hockey, Joe",SHADOW TREASURER,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2703267%22,"http://trove.nla.gov.au/version/211392931
"
"Transcript of doorstop interview with Mr Andrew Nikolic AM, Liberal candidate for Bass: Launceston, Tasmania: 26 July 2013: with The Coalition's commitment to a healthy Tamar River; Labor's deficit; Tasmania's forestry industry; Kevin Rudd's border protection failures; the Coalition's Operation Sovereign Borders; the Coalition's plan for better schools",2013-07-26,"Abbott, Tony",LEADER OF THE OPPOSITION,with The Coalition's commitment to a healthy Tamar River; Labor's deficit; Tasmania's forestry industry; Kevin Rudd's border protection failures; the Coalition's Operation Sovereign Borders; the Coalition's plan for better schools,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2626094%22,"http://trove.nla.gov.au/version/211397673
"
"Transcript of joint doorstop interview: Launceston, Tasmania: July 26, 2013: The Coalition's commitment to a healthy Tamar River; Labor's deficit; Tasmania's forestry industry; Kevin Rudd's border protection failures; the Coalition’s Operation Sovereign Borders; the Coalition’s plan for better schools",2013-07-26,"Abbott, Tony",LEADER OF THE OPPOSITION,The Coalition's commitment to a healthy Tamar River; Labor's deficit; Tasmania's forestry industry; Kevin Rudd's border protection failures; the Coalition’s Operation Sovereign Borders; the Coalition’s plan for better schools,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/2837205%22,"http://trove.nla.gov.au/version/211397721
"
Transcript of press conference: Sydney: 18 October 2013: NSW fires; Operation Sovereign Borders briefing,2013-10-18,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,NSW fires; Operation Sovereign Borders briefing,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3099116%22,"http://trove.nla.gov.au/version/211399869
"
Transcript of press conference: Sydney: 8 November 2013: Operation Sovereign Borders update,2013-11-08,"Morrison, Scott",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/3089102%22,"http://trove.nla.gov.au/version/211400470
"
"The border and beyond Australia's 21st century border security system: speech at 13th National Security Annual Summit, Canberra",2016-05-11,"Dutton, Peter",MINISTER FOR IMMIGRATION AND BORDER PROTECTION,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/4558056%22,"http://trove.nla.gov.au/version/227927582
"
Middle East,1967-06-16,"Hasluck, Paul",Minister for External Affairs,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/745149%22,"http://trove.nla.gov.au/version/211169345
"
Significant progress at resettlement village,1968-05-22,"Lynch, Phillip",MINISTER FOR THE ARMY,,http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22media/pressrel/762524%22,"http://trove.nla.gov.au/version/211170428
"
